,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,name
39047,111,Micachu & The Shapes,spotify:track:6S5QfWdBZxZ7JWHFmOELDU,spotify:artist:6YIiMThynFkSRr8SCs2ZW8,Vulture,spotify:album:3ZZ4IFQFe4RTc2ZvA9Pt5x,169546,Jewellery,Wandering
39048,112,Ariel Pink,spotify:track:0PF4cbrLPZsteUM79VGKGE,spotify:artist:5H0YoDsPDi9fObFmJtTjfN,White Freckles,spotify:album:4UhaqAS8V23KozB3dzLMax,166973,pom pom,Wandering
39049,113,Juniore,spotify:track:6vexK3t9XLIHJlW0n7YLfI,spotify:artist:1vxsourLLLfobrxyWAcuQH,La chanson de Marthe,spotify:album:3ryHZyki7VoAtKAXxdvUHG,147600,Entreprise : Année 2,Wandering
39050,114,Brazilian Girls,spotify:track:0nghE8iUqF4SkTaMqQNxiG,spotify:artist:6HdYUuBeK3g2MA2wGVCDcn,Pussy,spotify:album:2GqHFaFJmhDgHGQQQcWqRE,248053,Brazilian Girls,Wandering
39051,115,Unknown Mortal Orchestra,spotify:track:6yWNJGGXLkTDIAznxQGRjv,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Nerve Damage!,spotify:album:33qR8Xls6OWOlyqVVobmkF,134840,Unknown Mortal Orchestra,Wandering
39052,116,Bibio,spotify:track:3OC649QvfPbuIwsk8Hl9Tw,spotify:artist:0qzzGu8qpbXYpzgV52wOFT,Jealous of Roses,spotify:album:7afzftjncfrHauwfWr9oMa,155000,Ambivalence Avenue,Wandering
39053,117,Cartel,spotify:track:6HV8ufhj3yJZjM29wxBxrB,spotify:artist:6wQMF27xWhSyJFnO9L5mQk,Say Anything (Else),spotify:album:7AZkUgupOwkMUjOtMMZ6OZ,229320,Chroma,Wandering
39054,118,Poolside,spotify:track:6AcjzrSvAJTJ2RnvvLHfaO,spotify:artist:5szdY7KaSi7epwyffrbV8c,Give It A Rest,spotify:album:0H8umic35SHzLg26lL1ld9,214010,Pacific Standard Time,Wandering
39055,119,Portugal. The Man,spotify:track:5lfp2QjgatdihCll6tFlMA,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,The Sun,spotify:album:5HdvwiCT7MRMtTmGBwPpNX,181666,The Satanic Satanist,Wandering
39056,120,Wilco,spotify:track:4xmeLj3uVcoAwgDtwM4MbG,spotify:artist:2QoU3awHVdcHS8LrZEKvSM,Heavy metal drummer,spotify:album:0rPtXOMN42nsLDiShvGamv,188840,Yankee Hotel Foxtrot,Wandering
39057,121,Grizzly Bear,spotify:track:1BH5f9RHwlcLR6h3fG9z4M,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Sleeping Ute,spotify:album:57LAEzKL94ZHwbIkUWYCDY,275317,Shields,Wandering
39058,122,Matthew Dear,spotify:track:4ZirnRZObL7EJDLqx5aoUc,spotify:artist:2GLf7iaOOujAem5R87xwto,Neighborhoods,spotify:album:6wmUnFNka2gPwYwF0srFAM,190226,Asa Breed Black Edition,Wandering
39059,123,Glass Animals,spotify:track:5b9iBVhfYxDF4JJcHrNIx5,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,Gooey,spotify:album:2ipSXAsBLmvEeVKKbRAL7i,289306,ZABA,Wandering
39060,124,Hot Chip,spotify:track:07sTi2CXzJPcgoXjxutzbu,spotify:artist:37uLId6Z5ZXCx19vuruvv5,Huarache Lights,spotify:album:2L9vfYKxGalp6torsurwks,329226,Why Make Sense?,Wandering
39061,125,Simian Mobile Disco,spotify:track:3S3s6mkV0bRTdhE1lkJtbj,spotify:artist:31DXlldabwPHwu6dYevuzK,Hotdog,spotify:album:33Egk2iyDKq0eYzTirBTuO,196226,Attack Decay Sustain Release,Wandering
39062,126,Cibo Matto,spotify:track:5RN42ghX3LURrittZmBjVD,spotify:artist:2te8VJxgUxcElC8Uq6eJs6,Beef Jerky,spotify:album:1Sha7blBHJ2ZBK5FjVXU9W,148373,Viva! La Woman,Wandering
39063,127,UNKLE,spotify:track:0bDl8ztrF7V5d4s7zjcCEi,spotify:artist:2nszamLjZFgu3Yx77mKxuC,Money and Run (feat. Nick Cave),spotify:album:1zU4IVCraoTYwL4bFZ2Inh,316666,Where Did The Night Fall: Another Night Out,Wandering
39064,128,Miike Snow,spotify:track:3hAISHuncayUMztDDvkwmS,spotify:artist:4l1cKWYW591xnwEGxpUg3J,Burial,spotify:album:60qoUhwjHanuH4uO7ik4r5,261120,Miike Snow,Wandering
39065,129,Simian Mobile Disco,spotify:track:4ExBsdnpsa7Zx8OwPXIrdP,spotify:artist:31DXlldabwPHwu6dYevuzK,Off The Map,spotify:album:3Utmuuw9ni2zqiBuuB2ZAR,244826,Temporary Pleasure,Wandering
39066,130,Cartel,spotify:track:60jDIxCl2nzu132aAeSU5E,spotify:artist:6wQMF27xWhSyJFnO9L5mQk,Burn This City,spotify:album:7AZkUgupOwkMUjOtMMZ6OZ,260213,Chroma,Wandering
39067,131,Bibio,spotify:track:4N9yfHDmIL1AgCHGrS2QkQ,spotify:artist:0qzzGu8qpbXYpzgV52wOFT,More Excuses,spotify:album:4VXEMU4mlHvP5Zb8M83wM2,267906,Mind Bokeh,Wandering
39068,132,Claptone,spotify:track:0MHGLmrZblCAqk5jIoFQ6h,spotify:artist:4mncDFjVLUa3s025Tct3Ry,Ghost (Radio Edit) [feat. Clap Your Hands Say Yeah],spotify:album:6Gvo0fRYJ03X10GYO7Jgpt,205682,Ghost,Wandering
39069,133,Matthew Dear,spotify:track:60NYRHjg9z1wvv7SZgNeMK,spotify:artist:2GLf7iaOOujAem5R87xwto,Deserter,spotify:album:6wmUnFNka2gPwYwF0srFAM,235786,Asa Breed Black Edition,Wandering
39070,134,Lymbyc Systym,spotify:track:21IT20bgV51KSqedW9yFAg,spotify:artist:7fpjImuvKls8BeMFW9iil5,Trichromatic,spotify:album:6cQtonn7E7pty5KxNfaswh,325558,Shutter Release,Wandering
39071,135,Holy Ghost!,spotify:track:45JD6GqtYOJHoPqBqhpver,spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,Wait And See,spotify:album:2RocWbAAyqpADqx9ZFth9B,219933,Holy Ghost!,Wandering
39072,136,The Whitest Boy Alive,spotify:track:5BtRkEcOt61b8qG7SYCRon,spotify:artist:1qcU8NabUQ5efQf8UGW6CV,Keep A Secret,spotify:album:5RVboKoMlLWjXfIWNOJOYO,247693,Rules,Wandering
39073,137,Daughn Gibson,spotify:track:6coA7rXz5EjLB7ZWK1frno,spotify:artist:2Pm0VNnBPhl9Ew0f6JKcFh,Lookin' Back On '99,spotify:album:01pKh9HnyZQKwhJDMEBmvn,205420,All Hell,Wandering
39074,138,Holy Ghost!,spotify:track:45qtX9r54qnENrT3Y8wkgF,spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,Do It Again,spotify:album:2RocWbAAyqpADqx9ZFth9B,253826,Holy Ghost!,Wandering
39075,139,The New Sins,spotify:track:1Hq1RN2uBsjEYIxs3EPIhX,spotify:artist:0YUtUhZhKdNMb63HuzKt7A,Lights Down - Radio Edit,spotify:album:2pnwItE8I97zgTmw693ujv,194840,Lights Down,Wandering
39076,140,The Stepkids,spotify:track:3jWID1ZD4puZgd4TBqVsvS,spotify:artist:1JbB3pybR1wjrQSBLaMWyn,Suburban Dream,spotify:album:2AZOqi0y8z3t8n5b7yAB7h,194213,The Stepkids,Wandering
39077,141,The Stepkids,spotify:track:4h1w4ufaY2RKJimOiOSY5G,spotify:artist:1JbB3pybR1wjrQSBLaMWyn,Santos and Ken,spotify:album:2AZOqi0y8z3t8n5b7yAB7h,213786,The Stepkids,Wandering
39078,142,James Pants,spotify:track:6iHYfzbDGaaxBecZDAWKRT,spotify:artist:4EtL7r3oJtiNsgpgbvlHcO,Every Night,spotify:album:0pobaCKIbACpkKABE5kfBn,217692,James Pants,Wandering
39079,143,James Pants,spotify:track:7t1Gp2AgAwe6kB2qXT5H9z,spotify:artist:4EtL7r3oJtiNsgpgbvlHcO,Cosmic Rapp,spotify:album:6qUhh1NGnOX4giCnVPob5u,211200,Welcome,Wandering
39080,144,Thundercat,spotify:track:7xng8Z3yJLjBi4NnVNOeNa,spotify:artist:4frXpPxQQZwbCu3eTGnZEw,Walkin',spotify:album:6pCLvgEb0INbO0WaN2Byyw,126902,The Golden Age of Apocalypse,Wandering
39081,145,James Pants,spotify:track:0fJDOXzXmsU0UKAV5WvOjN,spotify:artist:4EtL7r3oJtiNsgpgbvlHcO,In the Eyes of the Lord,spotify:album:1cV2Wjxk2qWH9F66lJDUW9,196798,Seven Seals,Wandering
39082,146,Zoot Woman,spotify:track:1Gou62aBQaQyTgIvHjVXnT,spotify:artist:25w2vpqq7dYleBAqMx7Ijx,It's Automatic,spotify:album:4cWNXCexyyaCXiUUtgxLXD,246680,Grey Day,Wandering
39083,147,Little Dragon,spotify:track:3m6uS22rIOnHhYvkXoYmfn,spotify:artist:6Tyzp9KzpiZ04DABQoedps,Nightlight,spotify:album:0Sspmm7cIY7LAyupAGbPxH,205053,Ritual Union,Wandering
39084,148,Midnight Juggernauts,spotify:track:2H8eR28JpoqHsURt9U3jqC,spotify:artist:2tGIh9kwbXuko0z3BTldBx,Systematic,spotify:album:5le6Iv4P35ihLnKLYRfnFQ,235106,Uncanny Valley,Wandering
39085,149,Fake Blood,spotify:track:6jJkRSqRqAKEKWeRwLGBw3,spotify:artist:6NaTOhsj6iiUNONPrE980Z,All In The Blink,spotify:album:0Aq07zEIEsZVV5Yi5u18qi,274466,Cells,Wandering
39086,150,...And You Will Know Us by the Trail of Dead,spotify:track:1EoXJuZUCVnasrYY5wuVay,spotify:artist:6wBUn8gMP85n8dPu6LoUcF,Source Tags & Codes,spotify:album:6eo9wHG2V79FTfz9pmfUEU,368733,Source Tags & Codes,Wandering
39087,151,Toro y Moi,spotify:track:6MDLO5bi8mGexqSwF9KmpH,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Lilly,spotify:album:5IFt4HfQU8t336zryKaAyr,267788,What For?,Wandering
39088,152,Phantogram,spotify:track:5imUTBF35uIoABlV9g9da2,spotify:artist:1l9d7B8W0IHy3LqWsxP2SH,Fall In Love,spotify:album:2R2Cwe4kI8b2WObXZ90wOC,223226,Voices,Wandering
39089,153,Com Truise,spotify:track:1afuAgWlDOD48Ue3B3XjJu,spotify:artist:2wouN3QXejYa5tKetYdcVX,VHS Sex,spotify:album:3r3xMNOAv4zAlevfVhbWHX,265133,Galactic Melt,Wandering
39090,154,Cold War Kids,spotify:track:3IXRdLsQib8m0hBbQpe7T8,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,Hang Me Up To Dry,spotify:album:1LTbo93CjLo48yNP8Ysaz5,218786,Robbers & Cowards,Wandering
39091,155,Cold War Kids,spotify:track:4Zhnwb8jvP09aIRAzQMG08,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,Hospital Beds,spotify:album:1LTbo93CjLo48yNP8Ysaz5,279400,Robbers & Cowards,Wandering
39092,156,Tone Of Arc,spotify:track:7y6MolDgaxaLQp8QgQHLTz,spotify:artist:1WugGU4fhM2CmU5U7h7lG9,Goodbye Horses - Original Mix,spotify:album:4stqlhX30Ku7PK9xb3zL6m,406013,The Time Was Right,Wandering
39093,157,Father John Misty,spotify:track:3B03BDZZUrABDHFFZmh6mv,spotify:artist:2kGBy2WHvF0VdZyqiVCkDT,This Is Sally Hatchet,spotify:album:6n5vLBsUWD0ryjsEfBBEmT,237853,Fear Fun,Wandering
39094,158,Mac Demarco,spotify:track:2PHZZejCfMmhmVXxM2OhKR,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Baby's Wearing Blue Jeans,spotify:album:1ogfnXsQc3mf2BQAL9e9iJ,213493,Rock And Roll Night Club,Wandering
39095,159,Justin Jay,spotify:track:5wgR9JuPd1sTYAtBbGBbWZ,spotify:artist:5k5eiijuHxrGwXp2Pz37GZ,Let Go,spotify:album:64hcrTLPwIDc3rsxsMpuY8,461033,Fantastic Voyage Pt. 3,Wandering
39096,160,The Partridge Family,spotify:track:22vqiTM3mI3r4P1P2N4qUi,spotify:artist:7u1mqP3ykglpCB2c1p1p5I,I Think I Love You,spotify:album:6JjahSxJ7dkWPFmvaRaX87,175306,Partridge Family Album,Wandering
39097,161,CSS,spotify:track:6b3j1CAfonmEiUN8T18N5U,spotify:artist:2K13AVg3bFpHSxDM1vJ0qA,Alala,spotify:album:3reyONroP6dOZeZsKOgjGv,238266,Cansei de Ser Sexy,Wandering
39098,162,Empire of the Sun,spotify:track:23z4bRTC9pYE6fvZJlUopq,spotify:artist:67hb7towEyKvt5Z8Bx306c,Delta Bay,spotify:album:6cMiYjMZ7ltJC3OyljYJO6,194306,Walking On A Dream,Wandering
39099,163,Foster The People,spotify:track:3u1Er1rkjn1oSz1xdZH3ZD,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Call It What You Want,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,238786,Torches,Wandering
39100,164,Foster The People,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Don't Stop (Color on the Walls),spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,174920,Torches,Wandering
39101,165,Foster The People,spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Helena Beat,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,276173,Torches,Wandering
39102,166,Onra,spotify:track:5056hl2cR0ay3PeGDJD9hN,spotify:artist:2sAlo7Fey5cqBk5WJILSd8,The Anthem - Unreleased Extended Version,spotify:album:2uQWXtTFfZhu8Vu4ioeTcn,150934,The Anthem,Wandering
39103,167,The Strokes,spotify:track:6SdAztAqklk1zAmUHhU4N7,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,Taken for a Fool,spotify:album:6Jx4cGhWHewTcfKDJKguBQ,203240,Angles,Wandering
39104,168,The Band,spotify:track:3GrLhTnxkqvG7sWszeCJy1,spotify:artist:4vpDg7Y7fU982Ds30zawDA,King Harvest (Has Surely Come) - 2000 Digital Remaster,spotify:album:0nPrnmv6maJLLaPpy1cWGB,219533,The Band,Wandering
39105,169,The Band,spotify:track:1DkdhByOBFzrK6kIsfmATd,spotify:artist:4vpDg7Y7fU982Ds30zawDA,Jawbone - 2000 Digital Remaster,spotify:album:0nPrnmv6maJLLaPpy1cWGB,260626,The Band,Wandering
39106,170,DIIV,spotify:track:3yR8cAdli5Ohn3dUlS1PgV,spotify:artist:4OrizGCKhOrW6iDDJHN9xd,Under the Sun,spotify:album:5PPPABn2aZ0jRuHPMONwSR,226999,Is the Is Are,Wandering
39107,171,M. Ward,spotify:track:4TZTMqbXXJNTHAj7uAXnIi,spotify:artist:6nXSnNEdLuKTzAQozRtqiI,Duet For Guitars #3,spotify:album:5oJTHEiBg0Ti5YXwY2Ft7H,112680,Transfiguration Of Vincent,Wandering
39108,172,M. Ward,spotify:track:1Y8a03GseWvCLVsXf2qsRO,spotify:artist:6nXSnNEdLuKTzAQozRtqiI,Helicopter,spotify:album:5oJTHEiBg0Ti5YXwY2Ft7H,231240,Transfiguration Of Vincent,Wandering
39109,173,Incubus,spotify:track:6EAmSw1T4RXN5xDRzQMADb,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Warning,spotify:album:4FLYVGTsh9tiXOT2uJehkd,278746,Morning View,Wandering
39110,174,Incubus,spotify:track:7ga8qRr1LyhLD8JiWWdphu,spotify:artist:3YcBF2ttyueytpXtEzn1Za,11 am,spotify:album:4FLYVGTsh9tiXOT2uJehkd,253426,Morning View,Wandering
39111,175,SOHN,spotify:track:7cKeJC6BEEFiHH6pEBVMx5,spotify:artist:6XZYAWJLL8UIbxAqjKj3cg,Hard Liquor,spotify:album:4ReJh8aIFJ1LlHzg3PBA15,244186,Rennen,Wandering
39112,176,Swim Montain,spotify:track:1D7RHL8KWWOyPl5X7cElsw,spotify:artist:1J6nG87XbG2gm8QlumSZbU,Yesterday,spotify:album:5ljuhvmIibtwNpFCgO03hm,210625,Yesterday,Wandering
39113,177,Metric,spotify:track:7CfMr0QIGRlttIFjeLC6cA,spotify:artist:1rCIEwPp5OnXW0ornlSsRl,Dead Disco,spotify:album:0KhsBTX4FGAawCGKXD5CgU,205533,"Old World Underground, Where Are You Now?",Wandering
39114,178,Metric,spotify:track:1gjtgWfo0pvwhJgHoodlZ0,spotify:artist:1rCIEwPp5OnXW0ornlSsRl,Monster Hospital,spotify:album:7bQS9JQ9kPH6iMwzv3NSfT,210466,Live It Out,Wandering
39115,179,Her Space Holiday,spotify:track:3KRRK3n90hfCQcMPDmWA9Z,spotify:artist:1iSODCIgu4p3ZCYTmcP7iZ,Something To Do With My Hands,spotify:album:4gGlrhvh27LfaseTz15mrl,213000,The Young Machines,Wandering
39116,180,Her Space Holiday,spotify:track:7wEnsCKuL2NxvOMLguNvBQ,spotify:artist:1iSODCIgu4p3ZCYTmcP7iZ,My Girlfriend's Boyfriend,spotify:album:4gGlrhvh27LfaseTz15mrl,271173,The Young Machines,Wandering
39117,181,Her Space Holiday,spotify:track:4yCCLc8Yp2tcaUoH9Rn4eu,spotify:artist:1iSODCIgu4p3ZCYTmcP7iZ,Meet The Pressure,spotify:album:4gGlrhvh27LfaseTz15mrl,287066,The Young Machines,Wandering
39118,182,Holy Ghost!,spotify:track:13zBKBrKYnew5n3SGrDoyT,spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,Crime Cutz,spotify:album:0GgWYQVpyCGhZipovP0kEE,423088,Crime Cutz,Wandering
39119,183,Temples,spotify:track:3QiAnwWAjnDIRLPrpr0RnA,spotify:artist:4ogwGU9VPWrnVBs1GEwZVV,Jewel of Mine Eye,spotify:album:7IE49LkwWbUVkOimK6MawP,243882,Keep In The Dark,Wandering
39120,184,Karl Blau,spotify:track:4SMeUqtUMthYucLYd8c87T,spotify:artist:7FeCvXxNn2D4Cf38i0zDul,Apology to Pollinateurs,spotify:album:6i1cgRBvz9oqHX0yZDuGrZ,298733,Zebra,Wandering
39121,185,Justin Martin,spotify:track:1u2jRrXUtbrwVIKUuDyLD4,spotify:artist:4FN8WHqUbwkd97WEjoCu7B,The Gurner - Original Mix,spotify:album:2s7wtfKt3i4KQd3bxskVhh,306520,Ghettos & Gardens,Wandering
39122,186,La Femme,spotify:track:40qo9gRDvpqcxA1sEf29km,spotify:artist:5VTWoYYizcOY3uIKnxeCGI,Welcome America,spotify:album:6B4yPzIlZOUOxExCczKzT4,145960,Psycho Tropical Berlin,Wandering
39123,187,Mac Demarco,spotify:track:07l1nBCfaD3QqL7OnFZrXI,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,On The Level,spotify:album:7nUB5er2UpBMraUXK2wWRj,227653,This Old Dog,Wandering
39124,188,Flo & Eddie,spotify:track:0LoMT7TGL2p2n1TFx1cNRT,spotify:artist:5lcsLQAbcbmTZ7DXy2dYbK,Keep It Warm,spotify:album:0xmvxx47wDa2W8SRKpHtYV,256533,Moving Targets,Wandering
39125,189,Jons,spotify:track:1CyyowhXfQTd549mtotdag,spotify:artist:56j1ors0OeFiC0xHIclqGb,Take Me Along,spotify:album:75aihX5i2byLZvlMaJVjyB,294748,At Work on Several Things,Wandering
39126,190,Junior Boys,spotify:track:2Z8pdn7iDjaCwND5R3KQuX,spotify:artist:39x9e2QDpAxK8xTuJDwRqR,Parallel Lines,spotify:album:0G7cIbxwXB43MxMKI4H8zM,392893,Begone Dull Care,Wandering
39127,191,Frankie Rose,spotify:track:3rHmoDxNQPQvg7EF7NBGTI,spotify:artist:44mVqYPHmFgrDJxv6CWrOo,Dyson Sphere,spotify:album:02AaaHKcA0vMkjpt7pFJb6,200837,Cage Tropical,Wandering
39128,192,Frankie Rose,spotify:track:6H1tYptm8rq4bzcK6Y11UY,spotify:artist:44mVqYPHmFgrDJxv6CWrOo,Trouble,spotify:album:02AaaHKcA0vMkjpt7pFJb6,273449,Cage Tropical,Wandering
39129,193,MT. OSSA,spotify:track:14qjoIyu92p2YPc2U7pmiA,spotify:artist:5vbthEGzDngUVODLreqVKw,Leaves Grieve,spotify:album:4MCeTGaAyaJWkhwEqsWenv,274822,Homework Machine,Wandering
39130,194,Flaural,spotify:track:6Rv72VE8XlBEUDPLzRbiXA,spotify:artist:3iqf1QQ0KZwcWutFLcM6cs,Nonnie,spotify:album:3zjIhGr08wdejsjhgGVTd2,218624,Over Imaginary Cigarettes,Wandering
39131,195,YACHT,spotify:track:1FiKjN5OsXVy6hwKowAlrw,spotify:artist:57anmI1X2hXWPrNagFdzZr,Ringtone,spotify:album:36SweIEYO9PLQwGpD0mFDJ,251903,I Thought The Future Would Be Cooler,Wandering
39132,196,Autolux,spotify:track:1rqabwvXVdFg5PtQ5dbk1U,spotify:artist:7HizNYe1mSfmvbXlx3la3m,Soft Scene,spotify:album:4B6KQBUaz5boUDq0AT33vN,305986,PUSSY'S DEAD,Wandering
39133,197,The Strokes,spotify:track:0J2OnBNKwt0KICDyDFPUvl,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,Take It Or Leave It,spotify:album:2yNaksHgeMQM9Quse463b5,196133,Is This It,Wandering
39134,198,Gichy Dan,spotify:track:1JjUAuBzx4DkgEKFMX76Wg,spotify:artist:3YTbp0GPG1tXYidebUxGRH,Laissez Faire,spotify:album:1vO6ImO4MBhnPYMZDxb95Z,342003,Gichy Dan's Beachwood # 9,Wandering
39135,199,Tobacco,spotify:track:05fJ3fx7wnU34g556UDqGH,spotify:artist:3ikKyCOrsMeANi0d5u8BCR,Backwoods Altar,spotify:album:5KHgi6hMB4n8w34QEag0zw,248413,Fucked up Friends,Wandering
39136,200,Tobacco,spotify:track:7H7T22yvZMLVzJHDONDYDp,spotify:artist:3ikKyCOrsMeANi0d5u8BCR,Stretch Your Face,spotify:album:4SOxWpta4wsKaj2wWpwHbC,165506,Maniac Meat,Wandering
39137,201,Black Moth Super Rainbow,spotify:track:3Z3pDk0enWeBASVyaUW5tD,spotify:artist:4UHzJP2iKVf0RhKIv7ZE2l,Like a Sundae,spotify:album:42oggZmZI9b5BOPMGvYuXh,253783,Cobra Juicy,Wandering
39138,202,Dungen,spotify:track:4DDiZQ1lPou1LO2Zs1Nzc5,spotify:artist:5d7hcYqz8bVY6Kt3bhjd3d,Fredag,spotify:album:6JCRppo3dzfg1A8BRhRYEa,259866,4,Wandering
39139,203,The I.L.Y's,spotify:track:1IuCtauBIQa7VmpXNiXDks,spotify:artist:0dUllYYPbOLgiWDYZ27dKm,Gargoyle,spotify:album:1oLFatiLSbB7Hm8UEbnuLE,176257,Bodyguard,Wandering
39140,204,Neon Indian,spotify:track:1mbnZonJWebThM2A5icT09,spotify:artist:0KydPQPUUoTNhmiHKOg5Er,Smut!,spotify:album:3z8uIq595pU83Mms7r8w2d,207531,Vega Intl. Night School,Wandering
39141,0,Glassworks,spotify:track:6qTmzzABhT2B98gooqQkzP,spotify:artist:6IA80qEr2v4xCcy0GZOjgS,Style X Blank Space,spotify:album:7pVmpnhYp709Ci9nQ63jld,160844,Can't Pick One,Current
39142,1,DJ Fleek,spotify:track:2VgbW66hmY9ShMyo2FqtHi,spotify:artist:1IqvpedbFHmL0N0C1Hc6G9,Post (Remix),spotify:album:4jmCs1azVIXmhOXdEeJrfO,299630,Dirty Dancing Twerk (Vol 7),Current
39143,2,Vybz Kartel,spotify:track:6LPM7CNsIo59BVoXePmzje,spotify:artist:2NUz5P42WqkxilbI8ocN76,How Can You,spotify:album:2EDJsx2eT8eH4cEPzptKAP,151379,How Can You,Current
39144,3,Lil Uzi Vert,spotify:track:5tRmoZRoupvMYPV1oezFrH,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,X,spotify:album:733e1ZfktLSwj96X5rsMeE,173797,Luv Is Rage 2,Current
39145,4,Lil Uzi Vert,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,The Way Life Goes (feat. Oh Wonder),spotify:album:733e1ZfktLSwj96X5rsMeE,221746,Luv Is Rage 2,Current
39146,5,Krept & Konan,spotify:track:3duag44bfS5ci2QCZMrtEG,spotify:artist:31lnFZEM6ysvjOx59VyxRE,For Me,spotify:album:0wrYx5Ls7xHnV0zs8A8ciW,221186,7 Nights,Current
39147,6,Maggie Lindemann,spotify:track:1NDxZ7cFAo481dtYWdrUnR,spotify:artist:0uGk2czvcpWQA383Im6ajf,Pretty Girl - Cheat Codes X CADE Remix,spotify:album:1XYA8eDvomdYTbQBzk0jT1,193613,Pretty Girl,Current
39148,7,Eugy,spotify:track:1iGqhlNzraPGYCoTV17QcZ,spotify:artist:6BhoGzrwRr9eELLBJ55ldo,Rolling,spotify:album:7GF7y0F2AYm36O7ob3WN70,198589,Flavourz,Current
39149,8,Maleek Berry,spotify:track:2E4zrG9RDjSDvWAoLMqNRd,spotify:artist:520qA5VGL9iI0SbmEnTVNg,Bend It,spotify:album:2GCcnSX2MnmiqTZer5Vwl6,199626,Bend It,Current
39150,9,WSTRN,spotify:track:1rCQsfqLX08cBYZeKbyTGt,spotify:artist:5nSAh3wlH7VaqpnkiMjzDs,Txtin' (feat. Alkaline),spotify:album:3pkK9Ahhhzfy3WO9mKiV0P,241297,Txtin' (feat. Alkaline),Current
39151,0,Phil Collins,spotify:track:4YwbSZaYeYja8Umyt222Qf,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,You Can't Hurry Love - 2016 Remastered,spotify:album:6sn6eWmPciSiHj0ltTBl7M,175746,"Hello, I Must Be Going! (Deluxe Edition)",Wedding Dance Music
39152,1,WALK THE MOON,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,Shut Up and Dance,spotify:album:3mNoFlD1wsoXfkljfFzExT,199080,TALKING IS HARD,Wedding Dance Music
39153,2,King Harvest,spotify:track:55GxhCTq6SY3tFTVh7z1nR,spotify:artist:5FHwr1FymaS5kutIEK6e2y,Dancing In The Moonlight,spotify:album:2gvwC6eFsQH5rlvrZyhs3s,178045,Dancing In The Moonlight,Wedding Dance Music
39154,3,Dead Or Alive,spotify:track:4gqbBxOfJpFdXJMAfyKXlq,spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,You Spin Me Round (Like a Record) [2009 Version],spotify:album:2Td98kc6vOtQPrw2aQfCPP,219920,You Spin Me Round (Like A Record),Wedding Dance Music
39155,4,Phillip Phillips,spotify:track:1zCoCopxgQmozHBuuyfW2K,spotify:artist:6p5JxpTc7USNnBnLzctyd4,"Gone, Gone, Gone",spotify:album:6Q763AFH9UEyRKe0aFDJt0,209693,The World From The Side Of The Moon,Wedding Dance Music
39156,5,Van Halen,spotify:track:7N3PAbqfTjSEU1edb2tY8j,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Jump - 2015 Remastered Version,spotify:album:3REUXdj5OPKhuDTrTtCBU0,241599,1984,Wedding Dance Music
39157,6,Josh Turner,spotify:track:1KhrAWvLIjRlQIJtSTgvsi,spotify:artist:7vCtweS8UVAXTyau2j0rDT,Would You Go With Me,spotify:album:5NATaOfEAcyQFATqWZRKLO,228186,Your Man,Wedding Dance Music
39158,7,Randy Travis,spotify:track:3xx0jE52PbtvwXgNaBUdch,spotify:artist:1pTuR132U5b4Rizal2Pr7m,Deeper Than The Holler,spotify:album:7vc42OZvG6c1vTz7GOmzTh,219080,Old 8 x 10,Wedding Dance Music
39159,8,Randy Travis,spotify:track:52erNkfUKv34u02CjcHOPj,spotify:artist:1pTuR132U5b4Rizal2Pr7m,If I Didn't Have You,spotify:album:0UCCMRZib7d6eCdEWQiPJ3,186746,On The Other Hand - All The Number Ones,Wedding Dance Music
